impact electrofuels import (2035),impact electrofuels import (2040),impact electrofuels import (2045),impact electrofuels import (2050),geo_tension_biofuels_2035,geo_tension_biofuels_2040,geo_tension_biofuels_2045,geo_tension_biofuels_2050,impact electricity import (2035),impact electricity import (2040),impact electricity import (2045),impact electricity import (2050),nuclear SMR not available,Direct Air Capture Technology not available,CCS not available,geothermal energy not available,ammonia-fired CCGT not available, Ammonia Cracking Technology,availability of Photovoltaic Solar Power (2035),availability of Photovoltaic Solar Power (2040),availability of Photovoltaic Solar Power (2045),availability of Photovoltaic Solar Power (2050),availability of Onshore Wind Power (2035),availability of Onshore Wind Power (2040),availability of Onshore Wind Power (2045),availability of Onshore Wind Power (2050),availability of Offshore Wind Power (2035),availability of Offshore Wind Power (2040),availability of Offshore Wind Power (2045),availability of Offshore Wind Power (2050),energy demand (2035),energy demand (2040),energy demand (2045),energy demand (2050),Exchange Rate (2035),Exchange Rate (2040),Exchange Rate (2045),Exchange Rate (2050),resistance to LT heating renovation (2035),resistance to LT heating renovation (2040),resistance to LT heating renovation (2045),resistance to LT heating renovation (2050),resistance to mobility change (2035),resistance to mobility change (2040),resistance to mobility change (2045),resistance to mobility change (2050),nuclear power no longer available,Total Photovoltaic Solar Power,Total Onshore Wind Power,Total Offshore Wind Power,total energy demand,transition_cost,fail
1.0,0.6,0.8,0.0,1.0,0.0,0.4,0.8,0.4,0.8,0.4,0.2,0.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.4,0.8,0.4,0.6,0.0,1.0,1.0,0.0,0.8,0.0,1.0,1.0,1.0,0.4,0.0,0.6,1.0,0.2,0.2,0.0,0.2,1.0,0.0,0.6,0.6,0.4,1.0,0.6,0.5,2.2,2.0,2.8,0.3,1120321.352711466,0.0
0.8,0.4,1.0,0.8,0.6,0.8,0.0,0.0,0.8,1.0,0.8,0.0,1.0,1.0,0.0,1.0,1.0,0.6666666666666666,0.2,0.4,0.0,0.2,0.4,0.0,0.0,0.4,0.6,0.2,0.2,0.6,0.2,0.0,1.0,0.4,0.6,1.0,0.4,0.2,0.0,0.2,0.2,0.4,1.0,0.2,0.6,0.2,0.25,0.8,0.8,1.6,0.24,0.0,1.0
0.2,1.0,0.4,0.2,0.0,0.2,0.6,0.6,0.2,0.4,0.2,0.6,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.8,1.0,0.6,0.8,1.0,0.6,0.6,1.0,0.0,0.8,0.8,0.0,0.8,0.6,0.4,1.0,0.0,0.4,1.0,0.8,0.6,0.8,0.8,1.0,0.4,0.8,0.0,0.8,0.75,3.2,3.2,1.6,0.42,1115830.6369443987,0.0
0.0,0.0,0.8,0.0,0.0,0.2,1.0,0.0,1.0,1.0,0.0,0.8,0.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6,0.0,1.0,1.0,0.2,1.0,0.0,0.2,0.6,0.8,0.0,0.2,1.0,0.4,0.2,0.0,0.6,0.2,0.2,0.8,1.0,0.2,0.8,0.6,0.4,0.2,1.0,0.0,0.0,2.6,1.4,1.6,0.24,1061053.817863599,0.0
0.6,0.6,0.2,0.6,0.6,0.8,0.4,0.6,0.4,0.4,0.6,0.2,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,0.6,0.4,0.4,0.8,0.4,0.6,0.8,0.0,0.2,0.6,0.8,0.4,1.0,0.8,0.6,0.0,0.8,0.8,0.2,0.4,0.8,0.2,0.0,1.0,0.8,0.4,0.6,0.75,1.4,2.6000000000000005,1.6,0.42000000000000004,1124131.714958554,0.0
1.0,0.4,0.0,0.4,1.0,0.0,0.0,0.2,0.6,0.0,0.4,0.4,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.2,0.2,0.2,0.8,1.0,0.6,0.2,1.0,0.4,0.0,0.2,0.6,0.8,0.6,0.0,0.4,0.4,0.4,0.6,0.0,0.0,0.4,0.4,1.0,0.8,0.6,0.0,0.4,0.25,1.4,2.8,1.2000000000000002,0.26999999999999996,1076180.6311300497,0.0
0.4,1.0,0.6,1.0,0.4,0.6,0.6,0.8,0.0,0.6,1.0,1.0,1.0,0.6666666666666666,0.0,1.0,1.0,0.3333333333333333,0.8,0.8,0.8,0.2,0.4,0.0,0.8,0.4,1.0,0.6,0.8,0.0,0.2,0.0,0.6,1.0,1.0,1.0,0.0,0.6,0.6,1.0,1.0,0.4,0.2,0.0,0.6,1.0,1.0,2.6000000000000005,1.6,2.4000000000000004,0.27,0.0,1.0
0.2,0.4,0.4,0.2,1.0,0.6,0.8,0.8,0.8,0.2,0.2,0.0,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.0,1.0,1.0,1.0,0.0,0.2,0.6,0.0,0.2,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.6,0.2,0.2,0.0,0.6,0.8,0.8,0.6,0.0,0.8,0.6,0.6,0.8,0.6,0.75,2.2,1.8,3.0,0.12,1004780.935758392,0.0
0.8,1.0,1.0,0.8,0.4,0.0,0.2,0.2,0.2,0.8,0.8,0.6,0.6666666666666666,0.0,1.0,0.0,0.6666666666666666,0.3333333333333333,0.4,0.4,0.6,0.8,0.0,0.6,0.8,0.4,0.4,0.4,0.6,0.4,0.6,0.6,0.0,0.8,0.8,0.6,0.0,0.2,0.2,0.0,0.6,0.2,0.0,0.0,0.2,0.0,0.25,2.2,1.7999999999999998,1.7999999999999998,0.3,1084116.3724753405,0.0
0.6,0.2,0.6,0.4,0.2,1.0,0.0,1.0,0.6,1.0,0.0,0.8,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.8,0.8,0.0,0.2,0.2,0.4,0.0,0.2,0.0,0.4,0.2,0.2,0.8,1.0,0.0,1.0,0.2,0.4,0.4,0.0,0.8,0.8,0.6,0.2,0.4,0.0,0.8,1.0,1.6,0.8,0.8,0.3,1106684.535202139,0.0
0.0,0.8,0.0,1.0,0.8,0.4,0.6,0.4,0.0,0.4,0.6,0.2,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,0.6,0.2,0.2,0.6,0.8,0.8,1.0,0.6,0.8,0.6,1.0,0.8,0.8,0.2,0.4,0.6,0.4,0.8,1.0,1.0,0.6,0.2,0.2,0.0,0.8,1.0,0.6,0.2,0.5,1.6,3.2,3.2,0.3,0.0,1.0
0.0,0.4,1.0,0.2,0.4,0.6,0.2,0.6,0.6,0.6,0.8,0.6,0.0,0.3333333333333333,0.0,1.0,0.3333333333333333,0.0,0.2,0.8,0.8,0.8,1.0,0.6,0.6,0.6,1.0,0.6,0.6,0.8,1.0,0.6,1.0,0.8,0.0,1.0,0.6,0.6,0.8,0.0,0.8,1.0,0.6,0.0,0.2,0.0,1.0,2.6,2.8000000000000003,3.0,0.51,1159432.221428907,0.0
0.6,1.0,0.4,0.8,1.0,0.0,0.8,0.0,0.0,0.0,0.2,0.0,0.6666666666666666,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666,0.8,0.2,0.2,0.2,0.4,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.4,0.0,0.4,0.2,0.6,0.4,0.0,0.0,0.2,0.6,0.2,0.4,0.0,0.6,0.8,0.6,0.25,1.4,0.4,0.6000000000000001,0.15,0.0,1.0
0.8,0.2,0.0,0.0,0.8,0.8,1.0,0.8,0.8,0.4,0.6,0.4,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333,1.0,0.6,0.4,0.6,0.2,1.0,1.0,0.2,0.2,0.4,0.8,0.0,0.6,0.2,0.6,0.6,0.8,0.6,0.4,0.4,0.4,0.4,0.4,0.6,0.2,1.0,0.6,0.2,0.5,2.6,2.4000000000000004,1.4,0.3,1073588.1072789524,0.0
0.2,0.8,0.6,0.6,0.2,0.2,0.4,0.2,0.2,1.0,0.0,1.0,1.0,0.0,1.0,0.6666666666666666,0.0,1.0,0.4,0.0,1.0,0.0,0.8,0.4,0.4,0.8,0.8,1.0,0.2,0.6,0.0,0.8,0.0,0.0,0.2,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.8,0.4,0.0,0.8,0.0,1.4,2.4000000000000004,2.6,0.12,1022643.7697314587,0.0
0.4,0.0,0.4,0.4,0.6,0.4,0.0,0.2,0.8,0.2,0.8,0.2,0.0,0.0,0.6666666666666666,1.0,1.0,0.3333333333333333,0.4,0.2,0.4,0.4,0.2,0.4,0.8,0.4,0.6,0.8,0.8,0.4,0.0,1.0,0.0,0.6,0.8,0.8,0.2,1.0,0.6,0.6,0.0,0.8,0.4,1.0,0.4,0.6,0.5,1.4,1.8000000000000005,2.6,0.24,1068347.89015793,0.0
1.0,0.6,1.0,1.0,0.0,1.0,0.6,0.8,0.2,0.8,0.2,0.8,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.8,1.0,1.0,0.8,1.0,0.2,1.0,0.0,0.2,0.2,1.0,0.6,0.4,0.6,0.0,0.2,0.2,0.8,0.4,0.0,0.0,0.6,0.2,1.0,0.4,1.0,0.0,1.0,3.8,3.0,1.4,0.24,0.0,1.0
0.8,0.2,0.8,0.2,0.4,0.0,0.8,0.4,1.0,0.6,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.6,0.4,0.6,0.2,0.6,0.2,1.0,0.8,0.2,0.4,1.0,0.8,0.2,0.0,0.2,1.0,0.4,0.6,0.6,0.2,0.4,0.8,0.8,1.0,0.8,0.2,0.6,1.0,0.25,1.8,2.6,2.4000000000000004,0.21,1019050.768219164,0.0
0.2,0.8,0.2,0.8,1.0,0.6,0.2,1.0,0.4,0.0,0.4,0.4,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,1.0,0.0,0.8,0.0,0.8,0.4,0.2,0.8,1.0,0.4,0.2,0.8,0.6,0.8,0.4,1.0,0.0,0.0,0.8,1.0,0.2,0.2,0.4,0.2,0.8,0.0,0.4,0.75,1.8,1.4,2.4000000000000004,0.39,1171057.3536314245,0.0
0.2,0.0,0.6,1.0,1.0,0.8,0.0,0.4,0.8,0.8,0.4,0.2,0.6666666666666666,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.2,0.6,1.0,0.8,1.0,1.0,0.4,1.0,0.8,0.2,0.6,0.2,0.8,0.6,0.4,0.2,0.8,0.6,0.8,1.0,0.2,0.0,0.0,0.2,0.8,0.6,0.5,0.8,3.8,2.4000000000000004,0.33,0.0,1.0
0.8,0.6,0.0,0.4,0.4,0.2,0.6,1.0,0.2,0.2,1.0,0.8,0.0,0.3333333333333333,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6,0.6,0.8,0.0,0.4,0.2,0.4,0.4,1.0,0.4,0.2,0.8,0.0,0.8,0.2,0.0,1.0,0.8,0.2,0.0,0.2,0.4,0.8,0.6,0.6,0.8,0.2,0.0,1.0,2.0,1.4,2.4,0.15,1057550.0676948633,0.0
1.0,0.4,0.2,0.6,0.2,1.0,1.0,0.0,1.0,0.4,0.2,0.6,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.2,0.6,0.8,0.0,0.6,0.8,0.0,0.6,0.0,0.6,0.6,1.0,0.6,0.6,1.0,0.6,0.0,0.4,0.4,0.4,0.6,1.0,0.2,1.0,0.6,0.0,1.0,0.0,2.6,1.4,1.7999999999999998,0.48,1120258.9451635182,0.0
0.4,1.0,0.8,0.0,0.8,0.4,0.4,0.6,0.4,1.0,0.8,0.0,0.3333333333333333,0.6666666666666666,1.0,0.0,0.0,1.0,0.4,0.8,0.0,0.2,0.6,0.0,0.2,0.6,0.0,0.6,0.0,0.0,0.4,0.0,0.0,0.4,0.0,0.6,1.0,1.0,1.0,0.0,0.4,0.8,0.4,0.0,0.6,0.4,0.75,1.4,1.4,0.6,0.12,1025797.4476720986,0.0
0.4,0.2,0.0,0.8,0.0,0.4,0.0,0.8,0.6,0.4,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,1.0,0.3333333333333333,0.2,1.0,0.8,0.0,0.2,0.2,0.8,0.0,0.2,0.8,1.0,1.0,0.4,0.2,0.2,1.0,1.0,0.4,0.2,0.8,0.6,0.4,0.6,0.4,0.8,0.6,1.0,0.2,0.75,2.0,1.2000000000000002,3.0,0.27,0.0,1.0
1.0,0.8,0.6,0.2,0.6,1.0,0.6,0.2,0.0,1.0,0.6,0.4,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.8,0.4,0.2,0.6,0.8,0.8,0.2,0.6,0.8,0.2,0.4,0.4,1.0,0.8,0.8,0.4,0.4,1.0,0.8,0.2,0.0,1.0,0.0,1.0,0.2,0.0,0.4,0.8,0.25,2.0,2.4,1.7999999999999998,0.44999999999999996,1144830.367107608,0.0
0.6,0.0,1.0,0.6,0.8,0.0,0.8,0.6,1.0,0.6,0.4,0.0,1.0,0.3333333333333333,1.0,0.6666666666666666,0.0,0.0,0.6,0.6,0.4,0.4,0.6,0.4,0.6,0.8,1.0,0.0,0.6,0.0,0.2,1.0,0.4,0.8,0.2,0.2,0.6,0.0,0.2,0.2,0.4,0.0,0.0,0.4,0.2,0.4,0.5,2.0,2.4000000000000004,1.6,0.36000000000000004,1091431.1303998253,0.0
0.0,0.6,0.4,0.0,0.2,0.6,0.2,0.0,0.4,0.0,1.0,0.6,0.3333333333333333,1.0,0.3333333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.2,0.4,0.6,0.0,0.6,0.8,0.4,1.0,0.2,0.8,0.8,0.0,0.6,0.8,0.8,1.0,0.6,0.6,1.0,0.8,1.0,0.0,2.0,1.2,1.6,0.36000000000000004,1105351.7132250068,0.0
0.0,0.0,0.0,0.2,0.2,0.8,0.8,0.2,0.2,0.8,0.6,0.2,1.0,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.4,0.6,1.0,0.0,1.0,1.0,1.0,0.0,0.2,0.2,1.0,0.2,0.0,0.4,1.0,0.8,0.8,0.6,0.4,0.8,0.2,0.4,0.8,0.6,0.2,1.0,0.6,0.4,0.75,2.0,3.0,1.6,0.33,1070439.3498486532,0.0
0.6,0.6,0.6,0.8,0.8,0.2,0.2,0.8,0.8,0.2,0.0,0.8,0.3333333333333333,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,0.4,0.6,0.4,0.4,0.4,0.6,0.8,0.8,0.4,0.8,0.6,1.0,0.4,0.2,0.2,0.0,1.0,0.2,0.8,1.0,0.2,0.0,0.8,0.4,0.0,1.0,0.0,2.0,1.8000000000000005,2.8,0.33,0.0,1.0
0.8,0.2,0.8,0.4,1.0,0.6,0.4,0.0,0.0,0.0,1.0,0.6,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,0.6,1.0,0.0,0.4,0.0,0.8,0.8,1.0,0.6,1.0,0.8,1.0,0.2,0.6,0.8,1.0,0.0,0.8,0.8,0.0,1.0,0.2,0.0,0.8,1.0,0.0,0.4,0.2,1.0,2.0,2.6,3.4000000000000004,0.39,1143292.7624522168,0.0
0.2,0.8,0.2,1.0,0.4,0.0,1.0,0.6,0.6,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.4,0.6,1.0,0.6,0.2,0.2,0.4,0.0,0.4,0.2,0.4,0.8,0.0,0.2,0.4,0.6,0.2,0.2,0.6,0.4,0.8,0.6,0.2,0.4,0.6,1.0,0.8,0.5,2.0,1.4,1.0,0.21,1056866.074078005,0.0
0.4,0.4,0.8,0.0,0.8,0.2,0.6,1.0,0.4,0.0,0.8,1.0,1.0,0.0,0.3333333333333333,0.3333333333333333,1.0,1.0,0.0,0.2,0.0,0.6,0.2,0.0,1.0,1.0,0.2,0.0,1.0,0.6,1.0,0.2,0.0,0.8,0.4,0.6,0.6,0.6,0.0,0.8,0.4,1.0,1.0,0.2,0.6,0.8,0.0,0.8,2.2,1.7999999999999998,0.3,1063814.1242088566,0.0
1.0,1.0,0.2,0.6,0.2,0.8,0.0,0.4,1.0,0.6,0.2,0.4,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6,0.8,0.6,0.0,0.8,0.6,0.4,0.4,0.8,0.6,0.4,0.0,0.4,0.8,0.6,0.2,1.0,0.0,0.0,0.0,0.6,0.2,1.0,0.4,0.4,0.8,0.0,0.2,0.5,2.0,2.2,1.7999999999999998,0.30000000000000004,1159561.3299659532,0.0
0.8,0.2,0.4,0.4,0.0,0.4,0.4,0.8,0.0,1.0,0.6,0.0,0.6666666666666666,1.0,0.0,0.6666666666666666,0.0,0.6666666666666666,0.8,0.0,0.8,0.8,0.6,0.2,0.6,0.2,1.0,1.0,0.6,0.4,0.8,1.0,0.4,0.6,0.8,1.0,0.2,0.4,1.0,0.6,0.6,0.8,0.0,1.0,0.2,0.6,0.25,2.4000000000000004,1.6,3.0,0.42000000000000004,1188547.7801192063,0.0
0.2,0.8,1.0,1.0,0.6,1.0,1.0,0.2,0.6,0.4,0.0,0.6,0.0,0.3333333333333333,0.6666666666666666,0.0,0.6666666666666666,0.0,0.2,0.6,0.2,0.2,0.0,0.8,0.0,0.8,0.4,0.4,0.0,1.0,0.2,0.4,1.0,0.0,0.2,0.4,0.8,1.0,0.4,0.0,0.0,0.2,0.6,0.4,0.8,0.0,1.0,1.2,1.6,1.8,0.24,1051327.5764750617,0.0
0.0,0.4,0.4,0.6,0.6,1.0,0.8,0.8,0.4,0.8,0.0,0.6,0.3333333333333333,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.4,0.4,0.0,0.4,1.0,0.6,0.6,0.4,1.0,0.2,0.8,0.8,0.4,0.6,0.8,1.0,0.6,0.2,0.4,1.0,0.0,0.6,0.2,0.4,0.6,0.6,0.2,1.0,0.0,1.2000000000000002,2.6,2.8,0.42,1117112.2363301762,0.0
0.6,1.0,1.0,0.0,0.0,0.4,0.2,0.2,1.0,0.2,0.6,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.0,1.0,1.0,0.6,1.0,0.4,0.0,0.0,1.0,0.4,0.8,0.2,0.2,1.0,0.0,0.2,0.4,0.0,0.8,1.0,0.4,0.6,0.0,0.8,1.0,0.0,0.0,0.8,0.4,0.5,3.6,1.4,1.6,0.24,1083692.1150350536,0.0
1.0,0.0,0.6,0.8,0.4,0.6,0.4,1.0,0.2,0.0,0.2,0.2,0.0,0.0,0.6666666666666666,0.0,0.6666666666666666,1.0,0.8,0.2,0.8,0.2,0.2,1.0,0.8,0.8,0.0,0.6,1.0,0.4,0.0,0.2,0.6,0.6,0.2,0.4,0.8,0.2,1.0,0.8,0.6,0.0,0.2,0.2,1.0,0.6,0.25,2.0,2.8,2.0,0.21,1019175.3873208988,0.0
0.4,0.6,0.0,0.2,1.0,0.0,1.0,0.4,0.8,0.6,0.8,0.8,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,0.2,0.8,0.2,0.8,0.8,0.4,0.2,0.2,0.6,0.0,0.4,1.0,0.6,0.8,0.0,0.0,0.8,1.0,0.2,0.8,0.4,0.2,0.0,0.6,0.8,0.8,0.4,0.0,0.75,2.0,1.6,2.0,0.21,1130356.155140174,0.0
0.2,0.2,1.0,0.8,0.2,0.0,0.6,0.0,0.2,0.2,0.4,0.2,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,1.0,1.0,0.0,0.6,1.0,1.0,0.4,0.2,0.6,0.6,0.6,0.4,0.6,0.0,0.6,1.0,0.0,0.6,0.0,0.0,0.6,0.6,0.0,0.0,1.0,0.2,0.4,0.4,0.0,0.2,0.75,2.6,1.8000000000000005,1.6,0.33,0.0,1.0
0.8,0.8,0.4,0.2,0.8,0.6,0.0,0.6,0.8,0.8,1.0,0.8,1.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6,0.0,0.4,0.4,1.0,0.8,0.0,0.0,0.0,1.0,0.0,0.6,0.0,0.4,0.6,0.0,0.6,0.6,0.0,0.0,0.6,0.6,0.4,0.8,1.0,1.0,0.6,0.8,0.0,1.4,1.8,1.6,0.15,1016099.9042532248,0.0
0.6,0.4,0.2,1.0,0.6,0.2,0.2,0.4,0.0,1.0,0.2,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.8,1.0,0.2,0.6,0.6,0.0,1.0,0.2,0.2,0.8,0.8,0.8,0.8,0.0,0.4,0.8,1.0,0.4,0.4,0.2,0.8,0.4,0.2,0.4,0.8,0.8,1.0,0.0,1.0,2.6,1.8,2.6,0.3,1095427.416604607,0.0
0.0,1.0,0.8,0.4,0.0,0.8,0.8,1.0,0.6,0.4,0.8,0.4,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.0,0.2,0.4,0.8,0.0,0.0,0.6,0.4,0.8,0.8,0.2,0.2,0.2,0.2,0.6,1.0,0.2,0.4,1.0,1.0,0.8,0.2,1.0,0.8,1.0,0.2,0.2,0.4,0.6,0.25,1.4,1.8,1.4,0.3,1099476.1097958137,0.0
0.0,0.4,0.2,0.0,1.0,1.0,0.0,0.6,0.0,1.0,0.2,0.2,1.0,0.0,0.6666666666666666,1.0,0.0,1.0,0.4,0.2,1.0,1.0,0.2,0.0,0.2,1.0,0.2,0.8,1.0,0.6,0.2,1.0,0.4,0.4,0.4,0.2,0.6,0.4,0.0,0.2,0.6,0.4,0.8,0.0,0.8,1.0,0.0,2.6,1.4,2.6,0.3,1048835.4361204254,0.0
0.6,1.0,0.8,0.6,0.4,0.4,0.6,0.0,0.6,0.4,0.8,0.8,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,1.0,0.8,0.4,0.4,0.8,0.6,0.8,0.4,0.8,0.2,0.4,0.0,0.8,0.4,1.0,1.0,1.0,0.8,0.0,1.0,0.6,0.8,0.0,1.0,0.2,0.6,0.2,0.4,0.75,2.6,2.6,1.4,0.48,0.0,1.0
0.8,0.0,1.0,0.2,0.2,0.8,1.0,0.8,0.4,0.2,0.0,1.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.6666666666666666,0.6,0.0,0.2,0.8,0.6,0.4,0.0,0.2,1.0,0.4,0.6,0.4,0.0,0.0,0.2,0.2,0.6,0.4,0.4,0.6,1.0,0.4,0.4,0.2,0.4,0.8,0.0,0.8,0.5,1.6,1.2,2.4,0.06,1016034.6273172745,0.0
0.2,0.6,0.4,0.8,0.8,0.2,0.4,0.2,1.0,0.8,0.6,0.4,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6,0.8,0.2,0.0,1.0,0.6,0.8,0.4,1.0,0.0,1.0,0.6,0.6,0.8,0.8,0.0,1.0,1.0,0.0,0.4,1.0,1.0,0.8,1.0,0.2,0.6,0.2,1.0,1.6,2.4000000000000004,2.4,0.42,1121016.1854602224,0.0
0.4,0.2,0.6,0.2,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.6,1.0,0.3333333333333333,0.0,1.0,0.6666666666666666,0.6666666666666666,0.0,0.6,0.0,0.4,1.0,1.0,0.4,0.0,0.2,0.6,1.0,0.2,0.8,0.8,0.6,0.0,0.8,0.0,0.2,0.0,0.2,0.6,0.2,0.0,0.2,1.0,1.0,0.4,0.5,1.0,2.4,2.0,0.33,1148264.2491196685,0.0
1.0,0.8,0.0,0.8,0.6,0.6,0.8,0.6,0.6,0.6,0.8,0.0,0.3333333333333333,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6,0.0,0.6,1.0,0.4,0.4,1.0,0.6,0.8,0.0,0.4,0.8,0.2,0.2,0.0,0.6,0.2,0.6,0.8,0.6,0.8,0.0,0.8,0.6,0.8,0.4,0.4,1.0,0.0,2.2,2.4,2.0,0.15,0.0,1.0
0.6,0.4,0.4,0.4,1.0,0.2,1.0,0.4,0.2,1.0,0.4,0.2,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,1.0,0.8,1.0,1.0,0.0,0.0,0.8,0.0,1.0,0.6,0.4,0.8,1.0,1.0,0.4,0.8,0.2,0.0,0.4,0.6,0.8,1.0,1.0,1.0,0.2,0.6,0.0,0.2,0.0,1.0,2.8,1.8,2.8,0.36000000000000004,1189105.0150529074,0.0
0.0,1.0,1.0,1.0,0.4,0.8,0.4,1.0,0.8,0.4,1.0,0.8,0.0,0.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.2,0.4,0.4,0.6,0.6,0.2,0.6,0.4,0.0,1.0,0.2,0.4,0.4,1.0,0.2,0.8,0.6,1.0,0.0,0.2,0.4,0.4,0.4,0.8,0.0,0.6,0.8,0.6,0.25,1.6,1.7999999999999998,1.6,0.36,1093724.5284223296,0.0
0.2,0.0,0.4,0.8,0.4,0.8,0.0,0.4,0.0,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.0,1.0,0.4,0.6,0.0,0.8,0.4,0.2,0.2,0.6,0.6,0.8,0.6,0.0,0.2,0.0,0.4,0.2,0.2,0.6,0.8,0.2,0.0,0.8,0.0,0.6,0.0,0.4,0.2,0.4,0.5,1.8,1.4,2.0,0.12,1029570.3509713924,0.0
0.8,0.6,1.0,0.2,1.0,0.2,0.6,1.0,0.6,0.4,0.4,0.4,1.0,0.0,0.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.6,0.2,1.0,0.8,0.8,0.0,0.0,0.2,0.0,0.6,0.8,0.6,1.0,0.8,0.8,0.0,0.2,0.8,0.6,0.2,0.6,0.0,0.6,1.0,0.8,1.0,0.0,1.8,2.6,0.8,0.48,1126708.411735898,0.0
1.0,0.2,0.6,1.0,0.6,0.6,0.8,0.2,0.4,0.2,0.6,0.2,0.0,0.3333333333333333,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8,0.8,0.8,1.0,0.6,0.0,0.4,0.2,0.4,0.0,0.8,0.8,0.4,0.8,0.0,0.4,1.0,0.8,0.4,0.6,0.8,0.6,0.8,1.0,0.8,0.6,0.6,0.0,0.75,3.4000000000000004,1.2,2.0,0.24,1099178.9031556854,0.0
0.4,0.8,0.0,0.4,0.0,0.0,0.2,0.8,1.0,0.8,0.0,0.8,0.6666666666666666,1.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.2,0.2,0.2,0.4,0.0,0.6,1.0,0.8,1.0,0.6,0.2,0.2,1.0,0.2,0.6,1.0,0.4,0.2,1.0,0.0,0.2,0.0,0.2,0.4,0.2,0.0,0.0,0.6,0.25,1.0,2.4000000000000004,2.0,0.42,1107426.0585729496,0.0
0.4,0.4,0.8,0.6,0.6,0.0,0.0,1.0,0.2,0.0,0.6,0.4,0.3333333333333333,1.0,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.4,1.0,0.0,1.0,0.8,0.0,0.4,1.0,1.0,0.8,0.8,1.0,0.4,0.8,0.4,0.6,0.8,0.4,0.2,0.2,0.4,0.8,0.8,1.0,0.8,0.4,0.8,0.0,1.4,2.2,3.6,0.39,1127531.549989936,0.0
